date,avg_temp,avg_consumption
2012-02-08,-4.900000095367432,94096.6875
2012-02-09,-3.799999952316284,92868.14583333333
2012-02-07,-4.800000190734863,91176.27083333333
2012-02-10,-2.9000000953674316,90262.64583333333
2018-02-28,-3.5,89600.08333333333
2012-02-03,-4.599999904632568,89247.91666666667
2012-02-06,-3.299999952316284,88151.89583333333
2012-02-11,-4.800000190734863,87951.1875
2012-02-02,-3.5,87524.02083333333
2018-02-27,-3.700000047683716,87012.25
