Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2012-01-03;76698.0;8.4;4.6
2012-01-08;66520.0;7.9;4.7
2012-01-12;80367.0;5.1;4.7
2012-01-15;75776.0;1.1;4.8
2012-01-17;86516.0;1.0;4.9
2012-01-20;77142.0;8.6;5.0
2012-01-21;67308.0;9.7;5.1
2012-01-23;76532.0;7.9;5.2
2012-01-28;72294.0;4.2;5.4
2012-01-29;74171.0;2.6;5.4
2012-01-31;89707.0;0.6;5.5
2012-02-01;94396.0;-1.5;5.6
2012-02-04;91022.0;-4.4;5.8
2012-02-13;93470.0;0.1;6.3
2012-02-27;73059.0;6.5;7.1
2012-03-01;69375.0;9.0;7.2
2012-03-04;62882.0;8.8;7.5
2012-03-09;75027.0;6.8;7.8
2012-03-13;66803.0;10.8;8.2
2012-03-23;62611.0;12.9;9.1
2012-03-27;59208.0;14.1;9.5
2012-03-30;57720.0;13.4;9.9
2012-04-04;63591.0;9.6;10.5
2012-04-06;63715.0;10.2;10.7
2012-04-09;55367.0;10.3;11.1
2012-04-17;70296.0;7.5;12.1
2012-04-19;67250.0;9.1;12.4
2012-04-22;56880.0;9.2;12.8
2012-04-24;67514.0;9.3;13.1
2012-05-17;52177.0;12.6;15.9
2012-05-19;49742.0;14.4;16.1
2012-05-20;48579.0;14.2;16.2
2012-05-23;57464.0;17.0;16.6
2012-05-27;45034.0;18.5;17.0
2012-05-29;54685.0;19.6;17.2
2012-05-30;55514.0;19.2;17.3
2012-05-31;55196.0;18.5;17.4
2012-06-01;54967.0;19.3;17.5
2012-06-04;54017.0;15.1;17.8
2012-06-06;55755.0;17.0;18.0
2012-06-24;46209.0;17.8;19.7
2012-06-30;49169.0;20.2;20.2
2012-07-01;45795.0;17.0;20.2
2012-07-10;55971.0;18.5;20.8
2012-07-14;47727.0;17.5;21.0
2012-07-20;55139.0;17.8;21.2
2012-07-21;47690.0;17.8;21.2
2012-07-27;55405.0;23.6;21.2
2012-07-29;44991.0;18.2;21.2
2012-08-01;52839.0;21.6;21.2
2012-08-04;45875.0;20.2;21.1
2012-08-07;48415.0;18.8;20.9
2012-08-14;49614.0;21.9;20.5
2012-08-15;44196.0;22.5;20.4
2012-08-22;53224.0;21.4;19.9
2012-08-24;52784.0;20.6;19.6
2012-08-25;46937.0;20.1;19.5
2012-08-29;55179.0;20.2;19.1
2012-09-01;46824.0;14.7;18.8
2012-09-08;48224.0;20.1;17.9
2012-09-09;44884.0;20.9;17.8
2012-09-11;56059.0;18.8;17.5
2012-09-15;47495.0;16.6;17.0
2012-09-16;44426.0;16.6;16.9
2012-09-18;54768.0;16.2;16.6
2012-09-23;46577.0;17.9;16.0
2012-09-24;54911.0;17.3;15.9
2012-09-29;49883.0;13.5;15.2
2012-10-06;49777.0;16.6;14.3
2012-10-07;48955.0;15.8;14.2
2012-10-09;57566.0;17.0;13.9
2012-10-11;58161.0;15.7;13.6
2012-10-13;52485.0;11.1;13.4
2012-10-15;62290.0;9.9;13.1
2012-10-19;58313.0;16.1;12.6
2012-10-21;50115.0;16.5;12.3
2012-11-13;73810.0;7.4;9.0
2012-11-29;80609.0;5.3;6.8
2012-12-03;80560.0;6.3;6.3
2012-12-07;84188.0;3.0;5.9
2012-12-11;88221.0;1.8;5.5
2012-12-16;66644.0;8.8;5.2
2012-12-18;76955.0;7.5;5.0
2012-12-20;77047.0;7.4;4.9
2012-12-21;72671.0;7.5;4.9
2013-01-03;74649.0;7.1;4.6
2013-01-07;78805.0;5.9;4.6
2013-01-13;72712.0;3.6;4.8
2013-01-19;82866.0;1.3;5.0
2013-01-23;86621.0;2.7;5.2
2013-01-26;79901.0;2.1;5.3
2013-01-28;81599.0;6.5;5.4
2013-02-09;78398.0;1.9;6.0
2013-02-17;70858.0;3.5;6.5
2013-02-22;86046.0;-0.5;6.8
2013-03-01;83005.0;3.5;7.2
2013-03-06;71564.0;10.6;7.6
2013-03-08;66656.0;11.3;7.8
2013-03-10;61974.0;8.3;7.9
2013-03-11;76612.0;6.0;8.0
2013-03-24;64559.0;7.3;9.2
2013-04-03;75247.0;6.4;10.4
2013-04-10;69252.0;10.8;11.2
2013-04-12;65478.0;11.2;11.5
2013-04-16;57209.0;15.1;12.0
2013-04-17;56361.0;17.3;12.1
2013-04-19;58356.0;10.3;12.4
2013-04-22;60124.0;10.6;12.8
2013-05-22;61249.0;12.3;16.5
2013-05-25;57647.0;9.6;16.8
2013-06-13;55602.0;17.1;18.7
2013-06-18;56361.0;21.4;19.1
2013-06-24;54372.0;14.6;19.7
2013-06-27;55035.0;15.9;19.9
2013-07-09;57082.0;23.1;20.7
2013-07-11;56094.0;20.0;20.9
2013-07-20;48915.0;24.0;21.2
2013-07-27;48760.0;24.1;21.2
2013-07-28;45371.0;21.6;21.2
2013-08-02;53570.0;25.1;21.1
2013-08-03;45990.0;22.1;21.1
2013-08-04;45265.0;22.1;21.1
2013-08-07;49273.0;19.1;20.9
2013-08-11;43282.0;19.8;20.7
2013-08-13;48182.0;18.8;20.6
2013-08-14;48220.0;18.9;20.5
2013-08-17;44426.0;21.5;20.3
2013-08-19;49792.0;19.8;20.1
2013-08-21;50348.0;20.2;19.9
2013-08-28;53583.0;18.6;19.2
2013-09-05;55949.0;22.6;18.3
2013-09-07;47705.0;16.9;18.0
2013-09-08;44079.0;16.2;17.9
2013-09-17;56286.0;13.8;16.8
2013-09-18;56615.0;16.4;16.6
2013-09-27;54454.0;19.5;15.5
2013-10-02;55756.0;17.8;14.8
2013-10-05;48558.0;16.3;14.4
2013-10-09;56835.0;15.0;13.9
2013-10-12;55187.0;8.9;13.5
2013-10-17;59703.0;14.6;12.8
2013-10-22;58097.0;18.1;12.1
2013-10-28;59829.0;15.1;11.3
2013-10-31;63196.0;9.5;10.9
2013-11-03;55641.0;11.2;10.4
2013-11-07;64733.0;14.4;9.8
2013-11-10;57167.0;9.7;9.4
2013-11-11;62552.0;7.5;9.2
2013-11-15;74966.0;6.6;8.7
2013-11-18;77592.0;6.3;8.2
2013-11-19;79742.0;6.0;8.1
2013-11-22;82645.0;3.6;7.7
2013-11-30;72757.0;5.8;6.7
2013-12-03;82432.0;3.2;6.3
2013-12-14;72807.0;5.9;5.3
2013-12-19;76658.0;8.2;5.0
2013-12-29;65596.0;5.8;4.6
2021-01-08;87645.0;0.9;4.7
2021-01-10;80513.0;0.7;4.7
2021-01-11;88440.0;1.0;4.7
2021-01-18;82235.0;4.1;4.9
2021-01-21;73216.0;9.2;5.1
2021-01-23;71241.0;4.9;5.2
2021-01-31;64704.0;8.5;5.5
2021-02-01;71193.0;9.5;5.6
2021-02-05;68022.0;9.3;5.8
2021-02-06;63532.0;8.8;5.9
2021-03-01;68219.0;8.5;7.2
2021-03-02;67536.0;9.6;7.3
2021-03-04;65598.0;9.1;7.5
2021-03-06;63233.0;5.6;7.6
2021-03-07;63153.0;5.7;7.7
2021-03-09;73212.0;5.9;7.8
2021-03-16;68046.0;8.3;8.4
2021-03-21;63764.0;6.1;8.9
2021-03-23;69909.0;7.5;9.1
2021-04-07;70166.0;4.8;10.8
2021-04-10;56144.0;10.6;11.2
2021-04-11;57097.0;8.2;11.4
2021-04-14;65671.0;7.3;11.7
2021-04-19;61040.0;10.3;12.4
2021-04-21;56701.0;12.2;12.7
2021-04-24;48500.0;14.8;13.1
2021-04-29;56713.0;10.8;13.7
2021-05-02;50350.0;9.3;14.1
2021-05-11;53962.0;12.3;15.2
2021-05-15;50092.0;12.3;15.7
2021-05-20;55120.0;13.4;16.2
2021-05-21;54739.0;13.5;16.3
2021-05-31;50528.0;18.9;17.4
2021-06-10;52599.0;21.2;18.4
2021-06-11;53082.0;21.5;18.5
2021-06-15;54757.0;23.5;18.9
2021-06-18;53587.0;21.9;19.1
2021-06-23;53343.0;16.8;19.6
2021-06-27;44825.0;19.3;19.9
2021-06-28;52316.0;18.4;20.0
2021-07-04;44667.0;18.7;20.4
2021-07-06;53145.0;18.8;20.6
2021-07-10;47377.0;18.3;20.8
2021-07-17;46536.0;20.1;21.1
2021-07-21;54895.0;23.8;21.2
2021-07-24;47328.0;21.1;21.2
2021-07-25;44784.0;20.4;21.2
2021-07-26;52445.0;20.5;21.2
2021-07-27;53264.0;19.4;21.2
2021-07-30;50917.0;19.5;21.2
2021-08-03;48574.0;17.3;21.1
2021-08-04;48499.0;17.3;21.1
2021-08-06;46785.0;19.3;21.0
2021-08-12;49241.0;22.9;20.7
2021-08-18;48561.0;18.1;20.2
2021-08-19;48680.0;18.5;20.1
2021-08-22;43043.0;19.9;19.9
2021-08-24;50286.0;19.2;19.6
2021-08-29;43571.0;17.2;19.1
2021-08-31;52463.0;18.6;18.9
2021-09-01;53480.0;18.6;18.8
2021-09-08;54403.0;22.4;17.9
2021-09-09;53843.0;20.7;17.8
2021-09-12;44808.0;18.7;17.4
2021-09-14;53663.0;20.9;17.2
2021-09-19;45118.0;16.5;16.5
2021-09-21;52288.0;15.6;16.3
2021-09-28;52738.0;15.0;15.3
2021-09-30;53453.0;13.1;15.1
2021-10-11;56339.0;12.2;13.6
2021-10-23;53230.0;9.9;12.0
2021-10-31;49505.0;13.7;10.9
2021-11-02;63906.0;9.9;10.6
2021-11-04;68304.0;7.6;10.3
2021-11-06;61848.0;6.7;10.0
2021-11-08;68890.0;8.7;9.7
2021-11-11;62534.0;7.6;9.2
2021-11-17;70612.0;8.6;8.4
2021-11-19;70070.0;7.6;8.1
2021-11-20;63997.0;6.8;8.0
2021-11-26;76170.0;5.2;7.2
2021-11-28;73276.0;3.9;6.9
2021-12-10;78667.0;5.9;5.6
2021-12-11;71948.0;5.5;5.5
2021-12-18;70085.0;4.8;5.0
2021-12-20;80965.0;3.2;4.9
2021-12-21;82694.0;1.8;4.9
2021-12-23;78103.0;5.7;4.8
2021-12-28;64461.0;11.3;4.7
2021-12-29;62325.0;12.6;4.6
2020-01-05;68031.0;5.8;4.6
2020-02-01;61521.0;11.5;5.6
2020-02-05;74206.0;6.8;5.8
2020-02-11;73716.0;8.6;6.1
2020-02-12;73895.0;6.9;6.2
2020-02-19;71531.0;7.9;6.6
2020-02-26;74850.0;6.0;7.0
2020-02-27;75212.0;6.5;7.1
2020-02-28;74094.0;7.2;7.2
2020-02-29;64306.0;9.4;7.2
2020-03-08;62907.0;8.9;7.8
2020-03-12;66098.0;11.0;8.1
2020-03-18;54075.0;11.9;8.6
2020-03-23;55151.0;8.7;9.1
2020-03-25;56981.0;6.8;9.3
2020-03-28;53705.0;9.9;9.7
2020-04-05;48769.0;13.7;10.6
2020-04-07;49426.0;14.5;10.8
2020-04-08;48269.0;15.4;11.0
2020-04-10;45966.0;16.5;11.2
2020-04-15;49285.0;13.0;11.9
2020-04-17;47297.0;16.2;12.1
2020-04-23;47960.0;16.1;12.9
2020-04-25;43583.0;15.4;13.2
2020-04-27;47135.0;15.0;13.5
2020-05-01;46060.0;12.8;14.0
2020-05-04;49286.0;16.9;14.3
2020-05-06;48363.0;16.2;14.6
2020-05-08;44033.0;17.9;14.8
2020-05-10;42547.0;16.6;15.1
2020-05-11;51195.0;11.4;15.2
2020-05-16;46389.0;14.1;15.8
2020-05-23;43703.0;16.0;16.6
2020-05-27;49733.0;19.6;17.0
2020-06-01;43657.0;19.8;17.5
2020-06-08;50573.0;14.9;18.2
2020-06-13;46138.0;16.6;18.7
2020-06-15;51183.0;17.5;18.9
2020-06-16;52079.0;17.3;19.0
2020-06-17;52080.0;16.6;19.1
2020-06-18;51940.0;16.5;19.1
2020-06-24;53968.0;24.7;19.7
2020-06-28;43923.0;19.7;20.0
2020-06-29;51693.0;19.1;20.1
2020-07-03;52093.0;18.3;20.4
2020-07-07;52969.0;18.9;20.6
2020-07-08;54058.0;20.9;20.7
2020-07-09;54749.0;23.1;20.7
2020-07-13;49870.0;21.2;20.9
2020-07-16;53071.0;18.6;21.1
2020-07-18;47000.0;21.5;21.1
2020-07-20;53475.0;22.1;21.2
2020-07-21;53780.0;21.9;21.2
2020-07-22;53762.0;21.6;21.2
2020-08-09;45197.0;27.3;20.8
2020-08-10;50929.0;26.1;20.8
2020-08-20;51563.0;25.0;20.0
2020-08-23;43165.0;19.8;19.8
2020-08-26;52357.0;20.9;19.4
2020-08-29;45510.0;15.8;19.1
2020-09-03;52187.0;19.6;18.5
2020-09-06;44243.0;16.6;18.2
2020-09-08;52283.0;19.0;17.9
2020-09-11;52636.0;20.1;17.5
2020-09-19;47314.0;21.4;16.5
2020-09-29;56497.0;14.7;15.2
2020-10-05;59212.0;12.5;14.4
2020-10-21;58077.0;16.8;12.3
2020-10-23;57716.0;14.5;12.0
2020-10-24;51817.0;13.7;11.9
2012-01-01;59610.0;11.7;4.6
2020-10-26;63202.0;10.3;11.6
2012-01-04;78337.0;8.1;4.6
2020-10-30;57777.0;13.6;11.0
2012-01-13;78700.0;5.3;4.8
2020-10-31;52837.0;12.9;10.9
2012-01-14;74666.0;2.4;4.8
2020-11-03;62752.0;10.5;10.4
2012-01-19;80026.0;8.4;5.0
2020-11-21;62509.0;5.6;7.8
2012-01-26;77829.0;7.2;5.3
2020-11-24;70642.0;6.3;7.4
2012-01-27;76717.0;5.4;5.3
2020-11-25;69318.0;8.0;7.3
2012-01-30;87785.0;1.4;5.5
2020-11-26;68645.0;8.2;7.2
2012-02-06;96115.0;-3.3;5.9
2020-11-30;76256.0;3.5;6.7
2012-02-14;88913.0;3.1;6.3
2020-12-06;69760.0;4.4;6.0
2012-02-17;80113.0;6.0;6.5
2020-12-07;79425.0;3.9;5.9
2012-02-19;71373.0;4.9;6.6
2020-12-08;79798.0;4.1;5.8
2012-02-22;81441.0;3.8;6.8
2020-12-21;68627.0;9.5;4.9
2012-02-23;77200.0;7.3;6.9
2020-12-28;72696.0;5.1;4.7
2012-03-02;68066.0;9.5;7.3
2014-01-05;65817.0;7.2;4.6
2012-03-15;65206.0;11.7;8.3
2014-01-13;76205.0;7.7;4.8
2012-03-19;69108.0;7.2;8.7
2014-01-17;74898.0;7.7;4.9
2012-03-25;51114.0;13.8;9.3
2014-01-19;66472.0;6.7;5.0
2012-04-01;52219.0;9.8;10.1
2014-01-25;69681.0;6.2;5.2
2012-04-05;64467.0;10.2;10.6
2014-01-26;67402.0;7.8;5.3
2012-04-07;56739.0;9.5;10.8
2014-01-31;80442.0;4.6;5.5
2012-04-13;65244.0;9.1;11.6
2014-02-03;78735.0;4.8;5.7
2012-04-16;68817.0;7.0;12.0
2014-02-05;80189.0;7.4;5.8
2012-04-18;69052.0;8.9;12.3
2014-02-07;74145.0;9.1;5.9
2012-05-02;59099.0;12.7;14.1
2014-02-09;69004.0;6.4;6.0
2012-05-03;58289.0;14.1;14.2
2014-02-11;79066.0;5.9;6.1
2012-05-04;57722.0;13.8;14.3
2014-02-13;79517.0;7.2;6.3
2012-05-09;57889.0;17.3;15.0
2014-02-16;65110.0;7.3;6.4
2012-05-10;56351.0;20.4;15.1
2014-02-17;72631.0;7.0;6.5
2012-05-12;49547.0;14.6;15.3
2014-02-20;72594.0;9.5;6.7
2012-05-21;59961.0;12.4;16.3
2014-02-22;66282.0;7.1;6.8
2012-06-09;47918.0;15.1;18.3
2014-02-27;75809.0;6.5;7.1
2012-06-17;46149.0;18.3;19.1
2014-03-03;76181.0;6.2;7.4
2012-06-22;54699.0;17.7;19.5
2014-03-09;56957.0;11.8;7.8
2012-06-26;56833.0;20.4;19.8
2014-03-19;63396.0;11.3;8.7
2012-06-28;57766.0;24.0;20.0
2014-03-21;61477.0;11.5;8.9
2012-07-06;55038.0;18.0;20.6
2014-03-22;59757.0;8.9;9.0
2012-07-15;45903.0;16.5;21.0
2014-04-01;60073.0;13.7;10.1
2012-07-18;56503.0;21.5;21.1
2014-04-04;60464.0;12.7;10.5
2012-07-24;55406.0;22.2;21.2
2014-04-11;57880.0;13.1;11.4
2012-08-08;48931.0;20.5;20.9
2014-04-17;58955.0;12.5;12.1
2012-08-12;43660.0;21.1;20.7
2014-04-18;57674.0;11.9;12.3
2012-08-13;48857.0;21.0;20.6
2014-04-22;58492.0;12.9;12.8
2012-08-17;50420.0;24.2;20.3
2014-04-26;51980.0;11.8;13.3
2012-08-21;54481.0;24.2;19.9
2014-04-27;51112.0;11.2;13.5
2012-08-30;54772.0;17.8;19.0
2014-05-04;50546.0;11.6;14.3
2012-09-02;44726.0;16.8;18.7
2014-05-05;54990.0;14.5;14.5
2012-09-05;55524.0;19.4;18.3
2014-05-07;56552.0;14.4;14.7
2012-09-07;54703.0;18.8;18.0
2014-05-16;55735.0;13.7;15.8
2012-09-14;54126.0;15.0;17.2
2014-05-18;46677.0;16.9;16.0
2012-09-26;57660.0;14.0;15.6
2014-05-21;56190.0;16.3;16.3
2012-10-02;56885.0;14.9;14.8
2014-05-22;55219.0;15.6;16.5
2012-10-03;57795.0;15.3;14.7
2014-05-24;49286.0;13.2;16.7
2012-10-12;56913.0;13.7;13.5
2014-05-31;47305.0;16.0;17.4
2012-10-22;58821.0;16.4;12.1
2014-06-11;55169.0;21.1;18.5
2012-10-27;61353.0;6.6;11.4
2014-06-18;54387.0;17.4;19.1
2012-10-28;61395.0;4.9;11.3
2014-06-25;55039.0;19.5;19.8
2012-11-05;70444.0;9.1;10.1
2014-06-26;55227.0;19.3;19.8
2012-11-07;72576.0;7.9;9.8
2014-07-03;55920.0;22.1;20.4
2012-11-12;73778.0;7.1;9.1
2014-07-08;54577.0;16.5;20.7
2012-11-14;75280.0;7.0;8.8
2014-07-09;55114.0;15.7;20.7
2012-11-17;63288.0;9.2;8.4
2014-07-10;56072.0;16.1;20.8
2012-11-18;61153.0;9.3;8.2
2014-07-12;48268.0;18.1;20.9
2012-11-22;74132.0;8.0;7.7
2014-07-13;45081.0;18.3;20.9
2012-11-23;71234.0;9.0;7.5
2014-07-20;45398.0;20.1;21.2
2012-11-24;62586.0;10.6;7.4
2014-07-28;52502.0;19.3;21.2
2012-11-28;78594.0;6.7;6.9
2014-07-31;52420.0;20.7;21.2
2012-12-01;74940.0;1.9;6.5
2014-08-01;51860.0;21.2;21.2
2012-12-09;74616.0;3.2;5.7
2014-08-04;48668.0;19.4;21.1
2012-12-19;77396.0;6.4;5.0
2014-08-11;47605.0;18.6;20.7
2012-12-28;66206.0;9.2;4.7
2014-08-17;42260.0;17.0;20.3
2012-12-29;62472.0;9.1;4.6
2014-08-21;49757.0;15.8;19.9
2013-01-02;74505.0;5.6;4.6
2014-08-22;50303.0;16.2;19.9
2013-01-06;66525.0;6.7;4.6
2014-08-24;43583.0;16.2;19.6
2013-01-11;77279.0;6.0;4.7
2014-08-27;53817.0;19.1;19.3
2013-01-15;87732.0;2.2;4.8
2014-09-06;48355.0;19.8;18.2
2013-01-16;89607.0;0.1;4.9
2014-09-09;55069.0;19.7;17.8
2013-01-18;92188.0;-1.6;4.9
2014-09-13;47795.0;18.1;17.3
2013-01-20;79979.0;1.4;5.0
2014-09-16;54802.0;19.8;16.9
2013-01-30;74606.0;10.9;5.5
2014-10-09;56556.0;17.0;13.9
2013-02-07;86350.0;3.4;5.9
2014-10-11;49664.0;15.2;13.6
2013-02-14;83118.0;3.6;6.3
2014-10-12;49238.0;15.4;13.5
2013-02-16;71350.0;4.5;6.4
2014-10-17;55747.0;17.0;12.8
2013-02-18;78266.0;4.0;6.5
2014-10-18;49122.0;18.1;12.7
2013-02-19;82017.0;3.9;6.6
2014-10-19;46941.0;18.2;12.6
2013-02-25;87917.0;0.9;7.0
2014-10-20;56526.0;16.4;12.4
2013-03-05;73320.0;10.1;7.5
2014-10-22;60473.0;10.9;12.1
2013-03-17;68992.0;6.4;8.5
2014-10-29;61625.0;12.7;11.1
2013-03-20;74989.0;6.9;8.8
2014-11-07;67107.0;9.7;9.8
2013-03-21;74264.0;7.3;8.9
2014-11-10;63747.0;9.3;9.4
2013-04-02;75764.0;6.7;10.2
2014-11-12;68289.0;10.9;9.1
2013-04-04;75236.0;6.0;10.5
2014-11-20;72011.0;8.9;8.0
2013-04-05;75686.0;5.7;10.6
2014-11-25;69223.0;11.0;7.3
2013-04-09;71495.0;9.1;11.1
2014-11-26;68930.0;11.2;7.2
2013-04-18;56211.0;14.3;12.3
2014-11-29;60834.0;10.8;6.8
2013-04-25;55591.0;17.2;13.2
2014-11-30;61159.0;8.3;6.7
2013-04-26;57456.0;13.0;13.3
2014-12-06;71060.0;5.1;6.0
2013-05-02;59825.0;12.4;14.1
2018-01-05;69470.0;9.7;4.6
2013-05-09;47356.0;14.2;15.0
2018-01-06;65371.0;7.6;4.6
2013-05-18;53280.0;11.4;16.0
2018-01-07;66499.0;8.0;4.6
2013-05-29;60980.0;10.6;17.2
2018-01-09;76573.0;6.8;4.7
2013-05-30;61773.0;11.7;17.3
2018-01-10;75143.0;7.6;4.7
2013-06-06;55009.0;19.5;18.0
2018-01-15;79106.0;6.9;4.8
2013-06-15;48007.0;17.5;18.9
2018-01-16;76891.0;9.4;4.9
2013-06-17;55094.0;20.8;19.1
2018-01-21;66372.0;9.2;5.1
2013-06-19;56439.0;20.2;19.2
2018-01-26;74066.0;6.9;5.3
2013-07-01;54301.0;18.8;20.2
2018-01-27;69694.0;5.4;5.3
2013-07-07;47112.0;23.3;20.6
2018-01-29;74604.0;8.5;5.4
2013-07-13;48807.0;20.9;20.9
2018-01-31;76555.0;7.8;5.5
2013-07-17;56992.0;23.1;21.1
2018-02-09;87371.0;1.2;6.0
2013-07-19;56089.0;23.1;21.2
2018-02-23;85491.0;1.4;6.9
2013-07-26;56214.0;24.6;21.2
2018-02-28;96272.0;-3.5;7.2
2013-08-01;54465.0;25.7;21.2
2018-03-03;74514.0;6.5;7.4
2013-08-08;48358.0;19.0;20.9
2018-03-16;67702.0;8.7;8.4
2013-08-16;47435.0;21.2;20.4
2018-03-18;69736.0;3.2;8.6
2013-08-22;51087.0;21.5;19.9
2018-03-23;75854.0;6.5;9.1
2013-08-24;46264.0;19.3;19.6
2018-03-24;67334.0;7.9;9.2
2013-09-01;44797.0;17.8;18.8
2018-03-25;61770.0;9.2;9.3
2013-09-11;55513.0;14.4;17.5
2018-04-06;65978.0;12.1;10.7
2013-09-19;56021.0;14.7;16.5
2018-04-10;61327.0;11.3;11.2
2013-09-20;55171.0;16.2;16.4
2018-04-13;61188.0;11.6;11.6
2013-09-30;54268.0;16.7;15.1
2018-04-16;57773.0;12.8;12.0
2013-10-07;55161.0;15.1;14.2
2018-04-19;53186.0;18.9;12.4
2013-10-25;56852.0;17.2;11.7
2018-04-30;58496.0;9.2;13.8
2013-10-26;49817.0;17.5;11.6
2018-05-15;57964.0;14.0;15.7
2013-10-29;62565.0;11.3;11.1
2018-05-22;53619.0;17.2;16.5
2013-10-30;63621.0;9.6;11.0
2018-05-23;53784.0;16.9;16.6
2013-11-06;65877.0;14.4;10.0
2018-05-27;45227.0;20.4;17.0
2013-11-08;64170.0;12.2;9.7
2018-05-29;53336.0;18.5;17.2
2013-11-09;59499.0;9.9;9.5
2018-06-02;47370.0;19.1;17.6
2013-11-12;71146.0;9.1;9.1
2018-06-04;53321.0;19.3;17.8
2013-11-14;75400.0;7.3;8.8
2018-06-06;54397.0;18.0;18.0
2013-11-17;65828.0;5.9;8.4
2018-06-12;53648.0;17.5;18.6
2013-11-21;82895.0;3.8;7.8
2018-06-21;55069.0;20.4;19.4
2013-11-26;81353.0;4.5;7.2
2018-06-24;45203.0;19.1;19.7
2013-11-28;85088.0;2.3;6.9
2018-06-28;54918.0;22.4;20.0
2013-12-01;71180.0;4.5;6.5
2018-06-30;49917.0;24.6;20.2
2013-12-09;83636.0;2.9;5.7
2018-07-16;54587.0;22.1;21.1
2013-12-11;82971.0;3.1;5.5
2018-07-17;55337.0;21.9;21.1
2013-12-21;70156.0;6.0;4.9
2018-07-21;47866.0;20.3;21.2
2018-01-01;63153.0;8.3;4.6
2018-07-25;57116.0;25.2;21.2
2018-01-02;71435.0;8.6;4.6
2018-07-26;57647.0;26.3;21.2
2018-01-11;77318.0;6.5;4.7
2018-08-11;44490.0;20.1;20.7
2018-01-20;71275.0;7.7;5.0
2018-08-13;47768.0;20.4;20.6
2018-01-28;66266.0;7.3;5.4
2018-08-21;52626.0;23.1;19.9
2018-02-06;87441.0;1.8;5.9
2018-08-23;52954.0;22.1;19.8
2018-02-07;88868.0;0.9;5.9
2018-08-25;45655.0;16.3;19.5
2018-02-08;87449.0;1.0;6.0
2018-09-12;55221.0;20.9;17.4
2018-02-12;82960.0;3.1;6.2
2018-09-18;54106.0;21.0;16.6
2018-02-14;84929.0;3.4;6.3
2018-09-19;54685.0;20.8;16.5
2018-02-20;78399.0;6.0;6.7
2018-09-22;47614.0;16.6;16.1
2018-02-21;81843.0;3.5;6.7
2018-09-23;45812.0;19.2;16.0
2018-02-25;77210.0;1.5;7.0
2018-09-28;53687.0;16.9;15.3
2018-02-27;94202.0;-3.7;7.1
2018-10-09;55658.0;15.2;13.9
2018-03-02;84436.0;5.2;7.3
2018-10-12;54216.0;18.9;13.5
2018-03-08;74667.0;7.6;7.8
2018-10-13;48506.0;19.3;13.4
2018-03-14;69719.0;9.1;8.3
2018-10-14;46645.0;18.5;13.2
2018-03-17;67104.0;5.4;8.5
2018-10-23;59449.0;11.5;12.0
2018-03-20;81092.0;3.4;8.8
2018-10-25;58763.0;12.9;11.7
2018-03-29;70731.0;8.3;9.8
2018-10-26;59574.0;10.9;11.6
2018-04-02;59156.0;10.8;10.2
2018-10-27;57543.0;7.7;11.4
2018-04-14;55044.0;12.3;11.7
2018-11-06;65630.0;12.4;10.0
2018-04-17;57625.0;14.7;12.1
2018-11-11;55597.0;12.8;9.2
2018-04-22;44921.0;18.8;12.8
2018-11-14;66043.0;10.4;8.8
2018-04-23;52232.0;15.3;12.9
2018-11-15;66344.0;10.7;8.7
2018-04-24;52915.0;15.6;13.1
2018-11-17;63279.0;7.3;8.4
2018-04-25;54302.0;14.5;13.2
2018-11-21;79321.0;3.7;7.8
2018-04-26;54827.0;12.6;13.3
2018-11-23;75111.0;6.5;7.5
2018-04-29;49693.0;11.7;13.7
2018-11-24;65675.0;7.5;7.4
2018-05-03;57693.0;12.1;14.2
2018-11-25;65891.0;6.5;7.3
2018-05-06;46565.0;18.9;14.6
2018-11-26;77316.0;6.1;7.2
2018-05-08;46719.0;18.1;14.8
2018-11-27;76693.0;7.0;7.0
2018-05-17;55264.0;14.4;15.9
2018-11-28;73937.0;8.9;6.9
2018-05-18;54020.0;14.7;16.0
2018-12-07;68311.0;10.4;5.9
2018-05-24;53659.0;18.4;16.7
2018-12-16;71133.0;6.0;5.2
2018-05-26;48073.0;20.4;16.9
2018-12-20;74488.0;7.7;4.9
2018-06-03;44691.0;19.8;17.7
2018-12-21;70724.0;10.5;4.9
2018-06-07;53610.0;18.9;18.1
2018-12-25;62619.0;5.0;4.7
2018-06-10;45543.0;20.1;18.4
2017-01-01;76259.0;0.4;4.6
2018-06-13;53298.0;16.3;18.7
2017-01-17;91975.0;-0.8;4.9
2018-06-18;53012.0;19.1;19.1
2017-01-23;89689.0;0.7;5.2
2018-06-19;54276.0;20.6;19.2
2017-01-26;93214.0;-0.2;5.3
2018-06-20;55987.0;22.7;19.3
2017-01-29;70879.0;6.0;5.4
2018-07-03;56959.0;23.1;20.4
2017-02-06;78392.0;6.3;5.9
2018-07-07;49193.0;23.6;20.6
2017-02-09;81717.0;3.9;6.0
2018-07-09;56095.0;23.2;20.7
2017-02-19;63484.0;6.7;6.6
2018-07-15;46722.0;23.7;21.0
2017-03-02;70648.0;8.9;7.3
2018-07-22;45991.0;21.5;21.2
2017-03-06;74340.0;8.0;7.6
2018-07-27;56676.0;25.1;21.2
2017-03-10;65836.0;11.1;7.9
2018-07-28;47760.0;22.0;21.2
2017-03-12;57230.0;10.6;8.1
