Date;Pic journalier consommation (MW);Température moyenne (°C);Température référence (°C)
2022-11-27;57323.0;8.1;7.0
2022-11-28;65872.0;8.6;6.9
2022-01-01;55833.0;9.7;4.6
2022-01-13;84214.0;2.1;4.8
2022-01-25;86067.0;1.5;5.2
2022-02-02;74157.0;9.0;5.6
2022-01-04;71362.0;9.1;4.6
2022-02-04;73361.0;7.6;5.8
2022-01-15;78665.0;1.3;4.8
2022-02-11;75269.0;5.5;6.1
2022-01-16;76976.0;2.0;4.9
2022-02-24;71076.0;8.3;6.9
2022-01-27;85539.0;2.8;5.3
2022-03-19;58031.0;10.5;8.7
2022-01-31;79217.0;6.5;5.5
2022-03-23;63847.0;10.5;9.1
2022-02-03;74955.0;7.2;5.7
2022-03-25;61147.0;12.0;9.3
2022-02-08;74419.0;7.0;6.0
2022-04-05;70372.0;9.2;10.6
2022-02-16;72291.0;10.7;6.4
2022-04-06;66280.0;10.4;10.7
2022-02-19;65146.0;7.4;6.6
2022-04-09;59952.0;7.8;11.1
2022-03-01;72054.0;7.9;7.2
2022-04-14;56175.0;15.2;11.7
2022-03-03;68426.0;8.7;7.4
2022-04-16;47465.0;15.3;12.0
2022-03-09;72329.0;8.7;7.8
2022-04-17;44645.0;14.1;12.1
2022-03-12;61360.0;9.1;8.1
2022-05-01;44416.0;13.0;14.0
2022-03-15;65661.0;11.4;8.3
2022-05-04;53882.0;14.0;14.3
2022-03-17;66571.0;9.5;8.5
2022-05-05;54159.0;14.0;14.5
2022-03-27;49993.0;13.2;9.5
2022-05-13;52011.0;17.0;15.4
2022-03-30;60862.0;10.6;9.9
2022-05-14;46674.0;18.3;15.6
2022-04-07;64943.0;11.8;10.8
2022-05-16;51977.0;19.9;15.8
2022-04-10;56643.0;8.4;11.2
2022-05-19;53468.0;21.3;16.1
2022-04-12;58173.0;14.2;11.5
2022-06-02;52739.0;19.5;17.6
2022-04-21;54686.0;13.5;12.7
2022-06-05;44419.0;19.3;17.9
2022-04-22;53650.0;13.8;12.8
2022-06-08;52977.0;17.5;18.2
2022-04-23;49792.0;13.3;12.9
2022-06-09;52485.0;17.5;18.3
2022-04-25;55338.0;12.4;13.2
2022-06-11;47729.0;21.0;18.5
2022-04-26;54843.0;12.4;13.3
2022-06-12;45152.0;20.6;18.6
2022-04-29;52780.0;14.5;13.7
2022-06-14;53905.0;21.5;18.8
2022-05-02;52310.0;13.9;14.1
2022-06-22;54635.0;21.2;19.5
2022-05-03;53333.0;14.4;14.2
2022-06-24;52707.0;19.6;19.7
2022-05-06;53347.0;14.9;14.6
2022-07-01;52061.0;17.4;20.2
2022-05-07;47522.0;15.9;14.7
2022-07-08;53920.0;21.1;20.7
2022-05-08;44876.0;16.2;14.8
2022-07-13;56671.0;26.1;20.9
2022-05-09;51815.0;17.9;14.9
2022-07-23;48206.0;22.5;21.2
2022-05-10;52258.0;19.4;15.1
2022-07-26;53039.0;21.2;21.2
2022-05-12;52403.0;16.8;15.3
2022-07-28;52939.0;22.0;21.2
2022-05-21;47113.0;19.6;16.3
2022-07-30;46387.0;23.4;21.2
2022-05-24;51568.0;15.1;16.7
2022-08-01;51181.0;23.8;21.2
2022-05-25;52280.0;15.5;16.8
2022-08-08;48950.0;23.7;20.9
2022-06-03;52847.0;20.1;17.7
2022-08-16;49061.0;21.7;20.4
2022-06-10;52812.0;19.3;18.4
2022-08-17;48323.0;20.1;20.3
2022-06-13;52806.0;20.0;18.7
2022-08-20;44853.0;20.8;20.0
2022-06-18;50961.0;27.4;19.1
2022-08-25;53208.0;23.6;19.5
2022-06-25;47167.0;18.2;19.8
2022-08-28;43933.0;22.0;19.2
2022-07-03;44263.0;20.6;20.4
2022-08-30;53408.0;22.2;19.0
2022-07-06;54026.0;21.0;20.6
2022-09-11;44222.0;19.1;17.5
2022-07-19;57637.0;27.8;21.1
2022-09-16;51037.0;16.5;16.9
2022-07-29;51350.0;22.4;21.2
2022-09-21;51431.0;14.7;16.3
2022-07-31;44555.0;23.6;21.2
2022-09-24;46699.0;14.9;15.9
2022-08-02;51930.0;24.7;21.1
2022-09-27;53127.0;13.4;15.5
2022-08-03;53219.0;26.7;21.1
2022-10-01;48540.0;15.5;15.0
2022-08-10;50459.0;25.9;20.8
2022-10-05;51985.0;16.4;14.4
2022-08-12;50973.0;26.7;20.7
2022-10-13;52595.0;14.7;13.4
2022-08-14;42436.0;22.1;20.5
2022-10-19;51063.0;17.8;12.6
2022-08-23;51911.0;22.9;19.8
2022-10-23;43056.0;18.3;12.0
2022-08-31;52986.0;21.9;18.9
2022-10-24;51054.0;17.0;11.9
2022-09-02;52261.0;20.2;18.6
2022-10-31;46023.0;15.8;10.8
2022-09-05;53015.0;22.7;18.3
2022-11-11;50463.0;10.8;9.2
2022-09-07;52756.0;19.6;18.0
2022-11-20;55478.0;8.0;8.0
2022-09-09;51340.0;18.1;17.8
2022-11-21;65977.0;7.8;7.8
2022-09-17;45980.0;13.7;16.8
2022-11-24;63549.0;9.7;7.4
2022-09-18;43870.0;13.8;16.6
2022-09-23;51571.0;15.3;16.0
2022-09-28;53664.0;13.8;15.3
2022-09-30;53051.0;12.1;15.1
2022-10-02;45456.0;16.8;14.8
2022-10-04;52691.0;14.4;14.6
2022-10-10;51647.0;15.6;13.8
2022-10-30;43336.0;15.8;11.0
2022-11-01;45223.0;14.5;10.7
2022-11-02;52437.0;13.0;10.6
2022-11-03;54023.0;12.1;10.4
2022-11-07;56397.0;12.7;9.8
2022-11-09;57187.0;12.9;9.5
2022-11-10;55847.0;10.7;9.4
2022-11-18;58962.0;9.7;8.2
2022-11-22;65566.0;8.2;7.7
2022-11-29;68179.0;7.1;6.8
2022-11-30;69528.0;6.2;6.7
2022-01-05;78947.0;4.7;4.6
2022-01-06;80820.0;3.2;4.6
2022-01-09;69782.0;6.5;4.7
2022-01-10;79076.0;5.6;4.7
2022-01-11;81456.0;3.5;4.7
2022-01-18;82980.0;3.8;4.9
2022-01-19;82766.0;4.3;5.0
2022-01-26;86229.0;1.8;5.3
2022-01-28;82768.0;4.9;5.4
2022-01-30;69550.0;6.7;5.5
2022-02-06;67452.0;7.6;5.9
2022-02-07;73016.0;8.1;5.9
2022-02-10;72623.0;7.6;6.1
2022-02-20;62842.0;9.8;6.7
2022-02-23;69750.0;9.0;6.8
2022-02-25;73163.0;6.3;7.0
2022-02-28;73626.0;6.8;7.2
2022-03-11;66622.0;9.8;8.0
2022-03-13;62490.0;8.8;8.2
2022-03-24;63819.0;11.3;9.2
2022-03-28;59014.0;13.6;9.7
2022-04-04;74349.0;5.6;10.5
2022-04-18;46405.0;13.0;12.3
2022-04-19;53897.0;12.1;12.4
2022-05-15;44218.0;20.5;15.7
2022-05-22;44950.0;20.4;16.4
2022-05-26;46506.0;16.9;16.9
2022-05-29;43480.0;15.1;17.2
2022-05-31;52390.0;16.7;17.4
2022-06-06;46917.0;18.5;18.0
2022-06-07;52494.0;18.7;18.1
2022-06-15;55654.0;24.0;18.9
2022-06-17;56646.0;26.5;19.1
2022-06-23;53984.0;21.3;19.6
2022-06-30;53743.0;16.8;20.1
2022-07-05;54241.0;21.0;20.5
2022-07-07;54448.0;20.3;20.6
2022-07-09;48569.0;22.8;20.7
2022-07-14;49460.0;25.2;21.0
2022-07-21;55175.0;23.0;21.2
2022-07-27;52462.0;21.0;21.2
2022-08-05;50889.0;22.6;21.0
2022-08-07;43113.0;22.6;20.9
2022-08-18;48439.0;20.4;20.2
2022-08-19;48209.0;20.6;20.1
2022-08-22;50450.0;21.6;19.9
2022-08-24;52922.0;24.5;19.6
2022-08-27;46432.0;21.3;19.3
2022-09-01;53150.0;22.0;18.8
2022-09-08;51239.0;18.7;17.9
2022-09-15;51915.0;19.3;17.0
2022-09-29;52802.0;12.3;15.2
2022-10-06;51506.0;14.9;14.3
2022-10-09;45593.0;13.7;13.9
2022-10-11;51932.0;14.5;13.6
2022-10-12;52846.0;14.1;13.5
2022-10-18;50314.0;17.9;12.7
2022-10-25;50849.0;15.9;11.7
2022-10-27;50184.0;18.0;11.4
2022-10-28;49363.0;18.5;11.3
2022-11-05;50759.0;9.5;10.1
2022-11-06;50607.0;10.4;10.0
2022-11-08;55940.0;13.6;9.7
2022-11-13;50635.0;11.1;8.9
2022-11-14;58833.0;10.8;8.8
2022-11-17;58955.0;12.2;8.4
2022-01-03;68566.0;10.5;4.6
2022-01-07;80052.0;4.6;4.6
2022-01-08;71841.0;6.8;4.7
2022-01-12;82845.0;2.6;4.7
2022-01-17;82710.0;4.3;4.9
2022-01-20;82103.0;4.9;5.0
2022-01-21;83757.0;3.2;5.1
2022-01-22;76515.0;3.2;5.1
2022-02-01;79076.0;6.3;5.6
2022-02-05;67457.0;6.2;5.8
2022-02-09;75289.0;7.1;6.0
2022-02-13;65500.0;7.3;6.2
2022-02-17;67053.0;12.1;6.5
2022-02-18;66582.0;10.5;6.5
2022-02-21;72345.0;8.9;6.7
2022-02-26;66080.0;5.6;7.0
2022-03-02;70042.0;8.3;7.3
2022-03-05;64081.0;6.7;7.5
2022-03-08;75689.0;6.1;7.8
2022-03-10;68816.0;9.5;7.9
2022-03-14;68666.0;9.2;8.2
2022-03-16;65667.0;11.2;8.4
2022-03-18;67935.0;9.5;8.6
2022-03-20;57734.0;9.8;8.8
2022-03-21;63480.0;11.5;8.9
2022-04-01;72961.0;3.5;10.1
2022-04-02;68628.0;3.8;10.2
2022-04-03;64907.0;4.1;10.3
2022-04-08;65399.0;10.3;11.0
2022-04-20;55337.0;12.5;12.5
2022-04-24;48472.0;12.7;13.1
2022-04-27;54201.0;13.1;13.4
2022-05-11;52487.0;18.7;15.2
2022-05-17;53130.0;21.5;15.9
2022-06-01;53079.0;17.4;17.5
2022-06-04;47850.0;20.9;17.8
2022-06-16;55847.0;24.4;19.0
2022-06-19;46641.0;23.0;19.2
2022-06-21;54643.0;21.5;19.4
2022-06-26;44848.0;18.1;19.8
2022-06-28;52634.0;19.5;20.0
2022-06-29;53696.0;20.0;20.1
2022-07-04;53446.0;20.7;20.4
2022-07-10;45921.0;22.6;20.8
2022-07-12;56214.0;25.4;20.9
2022-07-17;47197.0;25.5;21.1
2022-07-20;56047.0;22.9;21.2
2022-07-25;54059.0;23.4;21.2
2022-08-04;52601.0;25.1;21.1
2022-08-06;45760.0;22.1;21.0
2022-08-09;49446.0;24.7;20.8
2022-08-11;50647.0;26.5;20.7
2022-08-15;43125.0;21.4;20.4
2022-08-21;42955.0;20.6;19.9
2022-08-26;52097.0;21.7;19.4
2022-08-29;52670.0;23.1;19.1
2022-09-03;46730.0;20.1;18.5
2022-09-04;44958.0;21.8;18.4
2022-09-06;52721.0;21.7;18.2
2022-09-13;52851.0;22.8;17.3
2022-09-19;50771.0;14.7;16.5
2022-09-22;51283.0;14.8;16.1
2022-10-07;51670.0;14.4;14.2
2022-10-08;46828.0;14.3;14.0
2022-10-15;46592.0;16.5;13.1
2022-10-16;44572.0;17.7;13.0
2022-10-17;51406.0;18.1;12.8
2022-10-20;50808.0;17.7;12.4
2022-10-21;49963.0;17.4;12.3
2022-11-04;54643.0;10.4;10.3
2022-11-12;49613.0;11.3;9.1
2022-11-15;58465.0;11.9;8.7
2022-11-16;58936.0;11.7;8.5
2022-11-19;55424.0;7.5;8.1
2022-11-26;57840.0;7.3;7.2
